name,allegiance,government,primaryEconomy,secondaryEconomy,security,population,controllingFaction.name
HIP 114588,Independent,Democracy,Agriculture,Refinery,Medium,155031,Channel Zero
HIP 109058,Federation,Corporate,Extraction,None,Low,6125,HIP 109058 State Ltd
HIP 5687,Federation,Democracy,Extraction,None,Low,1423,Yalungurawa Labour
NLTT 639,Independent,Communism,Industrial,None,Low,1936279,Guardians of Harmony
Guede,Independent,Feudal,Refinery,Agriculture,Low,69317,Guede Noblement
Wolf 883,Independent,Confederacy,Extraction,Refinery,Low,86387,Black Widow
HIP 9059,Independent,Corporate,Agriculture,Extraction,Low,31940,Lootan Dominion
Ross 725,Independent,Dictatorship,Extraction,None,Low,6155,The Mercs of Mikunn
HIP 17706,Independent,Democracy,Military,Industrial,Medium,63725,Sirius Inc
HIP 17736,Federation,Democracy,Military,Extraction,Medium,1098338,Explorers of Nabudis
HIP 8865,Independent,Feudal,Industrial,Refinery,High,6204932,Monarchy of Orisala
Ross 310,Independent,Corporate,Agriculture,Tourism,Medium,2890020160,Loose Screws Network
MCC 818,Federation,Corporate,Refinery,Military,Medium,121804,Achelous Smart Industry Corp
Ross 151,Independent,Dictatorship,Agriculture,Tourism,Medium,1320422535,Wolves of Jonai
Bered,Independent,Communism,Industrial,Refinery,High,10437326,Interstellar Proletarian Vanguard
HIP 90578,Independent,Communism,Refinery,Refinery,Low,1644,Republic Party of Guligali
HIP 23694,Independent,Communism,Refinery,Colony,Low,1252,Nagii Union
MS Draconis,Alliance,Democracy,Extraction,Refinery,Low,243851,Alioth Independents
Wolf 1414,Federation,Confederacy,Refinery,Military,Medium,83707,Federal Republican Guard
Wolf 772,Independent,Democracy,High Tech,Military,Medium,65643,Fatal Shadows
HIP 88166,Federation,Democracy,Terraforming,Industrial,Medium,4899520,Axis Republica
HIP 86470,Independent,Corporate,Terraforming,Colony,Medium,164721,HIP 86470 & Co
Ryijin,Independent,Corporate,Industrial,Refinery,Medium,6667430,Crimson General Limited
BD+56 1773,Alliance,Corporate,High Tech,Refinery,Medium,4981579,Andromeda Corporation
BD+47 2267,Independent,Cooperative,Industrial,Extraction,High,33695128,The Buurian Protectorate
HIP 81378,Alliance,Corporate,Industrial,Agriculture,Medium,2542087,Sap Core Legion
HIP 83425,Independent,Cooperative,Industrial,Extraction,Medium,9569985,Division Cassini
HIP 48854,Independent,Democracy,Military,Colony,Low,1252679,Galactic Research Investigation Division
HIP 64076,Independent,Communism,Terraforming,Military,Low,180386,HIP 64076 Unionists
HIP 76045,Independent,Cooperative,High Tech,Extraction,Low,322708,The Buurian Protectorate
HIP 81177,Independent,Anarchy,Extraction,Industrial,Anarchy,19988,HIP 81662 Silver Council
HIP 59846,Independent,Democracy,Industrial,Colony,Low,2142532,Avalonian Wayfarers
HIP 2311,Empire,Feudal,Industrial,Extraction,Low,10510518,Imperial Stellar Combine
HIP 114519,Empire,Patronage,Industrial,Extraction,Medium,8831124,HIP 114519 Emperor's Grace
LP 644-15,Independent,Corporate,Agriculture,Refinery,Low,266635,Night Wolves Corporation
HIP 112069,Independent,Confederacy,High Tech,Agriculture,Low,50309,The Archon Horde
HIP 108419,Independent,Confederacy,Extraction,High Tech,Low,72294,Black Shadows
HIP 105740,Federation,Corporate,Industrial,High Tech,Low,1437431,Erion Corp.
HIP 7830,Independent,Cooperative,Extraction,Industrial,Medium,3999681,Milkyway Miners Union
Ross 311,Federation,Democracy,Industrial,Colony,Low,2028275,Evangeline's Elite Expeditionary Force
LTT 9850,Independent,Dictatorship,Industrial,Extraction,Medium,6042164,Black Birds Consilium
Ross 209,Independent,Communism,Extraction,Industrial,Medium,5750844,Brethren of the Black
HIP 103138,Independent,Dictatorship,High Tech,Refinery,Medium,5237672,Free Space Rangers
HIP 13875,Independent,Communism,Extraction,Refinery,Low,12450,Nagii Union
Tangaroa,Independent,Corporate,Agriculture,None,Medium,125000000,Pikum Public Group
Myrbat,Independent,Democracy,Industrial,Military,Medium,1903857,Interstellar Technology Research Corporation
Punna,Independent,Democracy,Industrial,Refinery,High,15634079,German Pilot Lounge
Ross 162,Independent,Anarchy,Military,Agriculture,Anarchy,105671,Diamond Frogs
UGP 485,Independent,Feudal,Agriculture,Colony,Medium,813261592,The Dukes of Mikunn
HIP 21069,Independent,Communism,Refinery,Military,Low,14306,Nagii Union
HIP 17022,Independent,Communism,Agriculture,Industrial,High,925906581,Nagii Union
LTT 10918,Independent,Anarchy,Refinery,Industrial,Anarchy,2439873,Brotherhood of Terra Mater
G 218-5,Federation,Corporate,Refinery,Agriculture,Medium,140213,Copian Xing Services
Ross 5,Federation,Corporate,Refinery,Colony,Medium,82948,Wolf 12 Purple Major PLC
BD-00 3426,Independent,Democracy,Agriculture,Refinery,High,2758300148,German Pilot Lounge
HIP 88924,Independent,Communism,Colony,Military,Low,135711,Union Party of Bungk
HIP 25224,Independent,Communism,Refinery,Extraction,Medium,45937,Nagii Union
Alexis Centauri,Independent,Patronage,Industrial,Colony,Medium,162804,CHIMERA
Triteia,Independent,Theocracy,Agriculture,Tourism,High,3507259011,Order of Enblackenment
LTT 10482,Federation,Corporate,Extraction,Agriculture,Medium,30275,West Leeds Yacht Club
Wunjo,Alliance,Democracy,Extraction,Colony,Low,195660,Alioth Independents
Magec,Independent,Corporate,Extraction,Military,Medium,544147,New Pilots Initiative
Bullpop,Federation,Corporate,Military,Refinery,Low,63931,Black Sun Crew
Sinistra,Independent,Communism,Extraction,Colony,Medium,69288,Enosis
HIP 34730,Independent,Confederacy,Agriculture,High Tech,Low,80151,Privateer's Alliance
HIP 35274,Federation,Corporate,Colony,Extraction,Low,143856,HIP 35274 Blue Adv Inc
Beta Catonis,Alliance,Democracy,Extraction,Agriculture,Medium,239630,Future of Udegoci
Ethgreze,Alliance,Corporate,Agriculture,Military,Medium,8902908,Perez Ring Brewery
Gliese 563.1,Alliance,Democracy,Industrial,Refinery,High,10017059,Hooriayan Democrats
HIP 80700,Independent,Corporate,Extraction,Military,Medium,99180,Talon Security
HIP 56092,Alliance,Patronage,Agriculture,Extraction,Medium,447066240,HIP 56092 Pro-Alliance Group
HIP 61947,Alliance,Corporate,Industrial,Extraction,High,35613424,Starhunter Industries
HIP 70142,Independent,Confederacy,Agriculture,Military,Medium,495027591,Independent Defence Agency
HIP 75964,Independent,Corporate,Colony,Military,Medium,174874,HIP 75964 Legal Partners
HIP 73321,Independent,Corporate,Industrial,Refinery,Medium,9601276,Rackwheel Industries
HIP 1013,Independent,Cooperative,Military,Extraction,Medium,228071,Senta a Pua
HIP 6807,Empire,Patronage,Terraforming,Extraction,Medium,319485,HIP 6807 Imperial Society
HIP 2273,Independent,Communism,Extraction,Refinery,Medium,61174,Communist Party of Drakonia
HIP 117064,Empire,Patronage,Industrial,Extraction,Medium,28001874,Likedeeler of Michel
HIP 110115,Independent,Cooperative,Colony,Industrial,Low,100466,The Winged Hussars
HIP 5191,Empire,Corporate,Military,Refinery,Low,100840,Purple Travel Holdings
HIP 305,Independent,Cooperative,High Tech,Refinery,High,19544867,The Winged Hussars
HIP 110892,Independent,Cooperative,Industrial,Colony,Low,16840,The Winged Hussars
HIP 10532,Independent,Corporate,Refinery,Extraction,Low,74684,Radius Group Inc
BD-09 241,Independent,Corporate,Military,Refinery,Low,99262,Angels of Death
LTT 47,Federation,Corporate,Agriculture,Extraction,Medium,639781158,Cabassones Comms Inc
HIP 787,Independent,Corporate,Agriculture,Industrial,High,2038775507,SSL Interstellar PLC
HR 8268,Empire,Feudal,Industrial,Extraction,Medium,5083647,Imperial Hegemony of Palaiologos
HIP 103710,Independent,Corporate,Extraction,Agriculture,Medium,20630,HIP 103710 PLC
HIP 13674,Independent,Cooperative,Industrial,Military,Low,4239114,Cooper Industries
HIP 10818,Independent,Patronage,Industrial,Extraction,Medium,7897535,LPV Corporation
Mazu,Empire,Corporate,Agriculture,Industrial,High,3225872250,East India Company
Annarr,Independent,Cooperative,Refinery,Colony,Low,61939,Teaka Elite Altruists Bagging Cooperative
CD-35 14353,Independent,Corporate,Military,Extraction,Medium,59722,SSL Interstellar PLC
HIP 97160,Empire,Patronage,Colony,Extraction,Low,2936,HIP 96854 Empire League
HIP 18327,Independent,Democracy,Industrial,Extraction,High,11571349,Simbad Regime
Witchhaul,Independent,Corporate,Agriculture,Military,Medium,1039307597,Pikum Public Group
LTT 1147,Empire,Corporate,High Tech,Extraction,Low,84617,East India Company
LHS 1067,Independent,Cooperative,Agriculture,Refinery,High,2139341669,Teaka Elite Altruists Bagging Cooperative
LHS 3439,Independent,Anarchy,Extraction,Refinery,Anarchy,174304,Diamond Frogs
HIP 91862,Independent,Communism,Industrial,High Tech,Medium,2485105,United Fintamkina Left Party
HIP 90112,Independent,Communism,Terraforming,Industrial,Medium,3752459,Labour Union of Ahayan
HIP 27155,Federation,Corporate,Industrial,Military,Medium,4339256,Crimson Fortune Exchange
HIP 22559,Independent,Communism,Industrial,None,Low,2175293,People's HIP 22559 People's Party
Al-Qaum,Independent,Corporate,Industrial,Refinery,High,20842063,Iridium Wing
Wolf 1323,Independent,Corporate,Industrial,None,Medium,200000,Wolf 1323 Crimson Energy Systems
Rana,Federation,Corporate,Agriculture,Industrial,High,17566027075,Earth Defense Fleet
Eea,Federation,Democracy,Military,Refinery,Medium,76535,Italian Embassy
Epsilon Scorpii,Federation,Democracy,Agriculture,Industrial,High,7936392052,People's Epsilon Scorpii Resistance
CD-28 12950,Independent,Communism,High Tech,Refinery,Medium,20923229,Citizen Party of Grabil
HIP 87369,Independent,Communism,Industrial,Refinery,High,13917499,Citizen Party of Grabil
Ross 71,Federation,Corporate,Industrial,None,Medium,2568476,Sirius Special Forces
HN Bootis,Independent,Democracy,Industrial,Refinery,High,8153345,Pixel Bandits Security Force
LTT 6139,Independent,Corporate,Refinery,Tourism,Medium,131555,Oblivion Fleet
BD-15 4230,Independent,Communism,Industrial,None,Low,1741758,United Coalition of Boonta
Meelov,Independent,Theocracy,Industrial,Refinery,High,30119973,Order of Enblackenment
BD+26 2184,Alliance,Corporate,Industrial,Refinery,High,33552195,Remlok Industries
Hadad,Independent,Democracy,Refinery,Extraction,Medium,90829,Alchemy Den
LHS 2983,Alliance,Corporate,Refinery,Colony,Low,117836,Umbrogo Corporation
HIP 75426,Federation,Corporate,High Tech,Industrial,Low,10167,HIP 75426 Solutions
HIP 53756,Alliance,Corporate,Agriculture,Industrial,High,1147641641,HIP 53051 Jet Major Industry
HIP 60265,Independent,Corporate,Industrial,Refinery,High,17208625,Dark Echo
HIP 66828,Independent,Patronage,Agriculture,Extraction,Low,24589,Fathers Of The Void
HIP 67882,Federation,Democracy,Terraforming,Industrial,Medium,3968851,Workers of HIP 67882 Democrats
HIP 1742,Empire,Feudal,Extraction,Industrial,Medium,6306999,Outlander Flight Wing
HIP 118045,Empire,Prison Colony,Extraction,Industrial,Medium,51480,Moritasgus Imperial Corporation
HIP 5004,Independent,Corporate,Terraforming,Industrial,Medium,453317764,Brian Solutions
HIP 12860,Empire,Patronage,High Tech,Agriculture,Low,71397,Jormungand Empire Group
HIP 10012,Empire,Patronage,Industrial,High Tech,Medium,2799196,Nemesis Research Assembly
Gliese 9043,Empire,Patronage,Industrial,Colony,Medium,4788284,Ditae Empire League
HIP 2136,Independent,Cooperative,Refinery,Military,Medium,159722,The Winged Hussars
HIP 111672,Empire,Corporate,Extraction,Colony,Medium,135146,Chong Dungu Ltd
HIP 109787,Independent,Cooperative,Military,Extraction,Medium,396752,Co-op of Yaguvit
HIP 105929,Independent,Feudal,Extraction,Agriculture,Medium,14166,The Kuun-Lan
HIP 15376,Empire,Patronage,Industrial,High Tech,Low,18520,The Aces Association
Gliese 76,Empire,Corporate,Industrial,Extraction,Medium,16954614,BFNF Solutions
BPM 28514,Empire,Dictatorship,Colony,Extraction,Medium,65534,Allied Herthans Front
HIP 108598,Independent,Cooperative,Agriculture,Extraction,Medium,2262398318,Celestial Light Brigade
NLTT 8234,Independent,Corporate,Industrial,Refinery,High,6781109,Ukrainian Pilots Federation
LFT 141,Independent,Democracy,Refinery,Military,Medium,210931,Paladin Consortium
HIP 103867,Empire,Corporate,Refinery,Agriculture,Medium,171157,HIP 103867 Group
HIP 95350,Empire,Patronage,Terraforming,Extraction,Medium,1262679726,1st Galactic Line of Defence
HIP 94832,Independent,Communism,Extraction,None,Low,21072,Egovi Union
Zeus,Empire,Corporate,Extraction,Colony,Low,209112,East India Company
LTT 464,Independent,Cooperative,Industrial,None,Medium,500000,Elite Republic Squad
Chup Kamui,Independent,Dictatorship,Industrial,Refinery,Medium,1505163,Allied Tauernonese Dominion
HIP 88553,Independent,Communism,Extraction,Refinery,Medium,54453,United Fintamkina Left Party
Ross 601,Independent,Feudal,Extraction,Industrial,Low,70536,Earls of Ross 601
LHS 1798,Independent,Corporate,Military,Extraction,Low,41407,Omega Merchant Command
LTT 2396,Federation,Corporate,Refinery,Industrial,Medium,2812916,Earth Defense Fleet
Benoit,Federation,Democracy,Refinery,Extraction,Medium,409513,Democrats of Benoit
Lugh,Independent,Corporate,Agriculture,Industrial,High,15281152111,Crimson State Group
Beimech,Federation,Corporate,Agriculture,Industrial,High,4245922290,Terra-EX Astro Corp
Gliese 2119,Independent,Dictatorship,Extraction,Industrial,Medium,4178720,The Fallen Wing
BD+18 1461,Federation,Confederacy,Military,High Tech,Low,39500,Ivory Security Group
LTT 12033,Independent,Democracy,Refinery,Industrial,Medium,158829,Flotta Stellare
Dala,Federation,Corporate,Military,Refinery,Low,158889,Aetas Eternum
LTT 4461,Alliance,Corporate,Refinery,Extraction,Medium,196344,Wolf 406 Transport & Co
HIP 76701,Independent,Corporate,Industrial,Refinery,High,6998444,Beyond Infinity Corporation
HIP 78313,Independent,Corporate,Extraction,Refinery,Low,24273,Nahuaru Crimson Bridge Int
BD+29 1754,Federation,Corporate,Agriculture,High Tech,Low,119808,BD+29 1754 Jet United Company
GCRV 60778,Alliance,Corporate,High Tech,Agriculture,Low,101397,Ouroboros Holdings Corps
HIP 74174,Independent,Communism,Colony,Agriculture,Low,181692,The Marxist-Leninist Astrology Commission
HIP 51874,Independent,Cooperative,Agriculture,Colony,Medium,1538596746,Distant Veterans
HIP 67031,Independent,Corporate,Agriculture,Refinery,Medium,1727241564,Delta Squadron
HIP 70681,Independent,Corporate,Terraforming,Refinery,Low,162771,Dedalo Corp. Interstellar
HIP 52891,Alliance,Corporate,Terraforming,Refinery,Medium,5749806,BR CORPORATION
HIP 59310,Independent,Cooperative,Military,Colony,Low,45517542,Northern Wraiths Galactic Command
HIP 61129,Independent,Corporate,Colony,Refinery,Low,10494,German Space Cruisers Inc.
HIP 10325,Independent,Democracy,Industrial,Extraction,High,13244896,HIP 10325 Democrats
HR 408,Independent,Dictatorship,Terraforming,Extraction,Medium,271206,Kaleni Order
Mu Phoenicis,Empire,Corporate,Terraforming,Extraction,Medium,307613,Sauris Network
HIP 1781,Independent,Anarchy,Industrial,Extraction,Anarchy,9348369,The Crusaders
HIP 12368,Empire,Patronage,High Tech,Extraction,Low,77250,Imperial Deathwatch
HIP 4668,Independent,Confederacy,Agriculture,Extraction,Medium,5100666044,Confederacy of British Commanders
HIP 1613,Empire,Patronage,Extraction,High Tech,Low,82410,Likedeeler of Michel
HIP 115380,Independent,Cooperative,Industrial,None,Medium,2728286,Cameron's Combat Services
HIP 10123,Independent,Dictatorship,Agriculture,Tourism,Medium,3740721757,The Independent Light Wheel
HIP 10589,Independent,Dictatorship,Extraction,Refinery,Medium,134135,The Independent Light Wheel
BPM 16204,Independent,Democracy,Colony,Agriculture,Low,78744,United German Commanders
L 170-63,Empire,Patronage,Agriculture,Industrial,High,4487531393,Likedeeler of Michel
HIP 109228,Independent,Corporate,Agriculture,Terraforming,Medium,892982379,Aces Wild Aerospace Corporation
HIP 15493,Empire,Patronage,Extraction,High Tech,Low,65548,6th Interstellar Corps
Miphifa,Empire,Patronage,High Tech,Colony,Medium,159676,Miphifa Empire Assembly
Jotunheim,Independent,Cooperative,Extraction,Service,Medium,1532168,Celestial Light Brigade
Meropis,Empire,Patronage,Military,High Tech,Medium,329930,Meropis Empire Pact
HIP 109203,Empire,Patronage,Industrial,Extraction,High,16585307,Elite United Worlds
HIP 102548,Independent,Communism,Extraction,None,Medium,5291,Egovi Union
HIP 21991,Empire,Feudal,High Tech,Refinery,High,5916916,Reign Of Annihilation
HIP 18918,Empire,Patronage,Industrial,Extraction,High,7089380,Gliese 3258 Empire Pact
CD-36 1535,Empire,Corporate,Industrial,Extraction,High,8798805,House of Saga
Firdaus,Empire,Corporate,Refinery,Refinery,Medium,750000,WDB Galatic Solutions
CD-79 950,Empire,Corporate,Agriculture,Extraction,Medium,1355513,Daily Routine Incorporated
HIP 95256,Independent,Cooperative,Industrial,Refinery,High,17775609,Yarram allied
LTT 2062,Empire,Patronage,High Tech,Extraction,Low,9090,Booty Bay Butchers
CPD-59 314,Empire,Corporate,Refinery,High Tech,Medium,3265670,L.Y.S Corp.
CPC 22 212,Empire,Feudal,High Tech,Refinery,High,13913952,13th Legion
LTT 5659,Independent,Corporate,Extraction,Military,Medium,2010805,Independent Pilots Consortium
HIP 79735,Federation,Confederacy,Extraction,High Tech,Medium,116703,Partnership of Chankates
Eximo,Independent,Corporate,Refinery,Extraction,Low,245479,Eximo Universal Co
